ax ay az gx gy gz
-3752 844 -16432 -570 232 134
-3596 924 -16308 -543 141 -43
-3632 1016 -16364 -560 123 -136
-3520 764 -16344 -588 105 -320
-3276 792 -16440 -575 73 -450
-3072 944 -16596 -591 -29 -619
-2912 632 -16724 -554 -173 -684
-2856 28 -16852 -528 -332 -626
-3184 -184 -16616 -575 -516 -487
-3556 172 -16388 -528 -634 -296
-3932 556 -16020 -522 -629 -204
-4084 476 -16088 -526 -525 -188
-4036 448 -16192 -545 -483 -231
-4088 576 -16392 -598 -482 -209
-4080 716 -16360 -546 -538 -251
-4064 508 -16448 -562 -590 -240
-4148 472 -16332 -578 -678 -200
-4252 468 -16040 -552 -637 -186
-4404 448 -16012 -589 -552 -141
-4440 436 -16000 -569 -412 -108
-4488 508 -15992 -537 -329 -26
-4648 440 -16112 -548 -296 21
-4892 492 -16124 -586 -231 65
-5012 476 -15852 -561 -127 101
-5216 528 -15908 -571 -49 55
-5556 352 -15608 -551 134 52
-5672 508 -15540 -580 375 40
-5752 328 -15552 -605 631 114
-5980 200 -15572 -644 869 193
-6036 144 -15680 -622 1155 295
-6148 148 -15560 -623 1378 329
-6164 288 -15572 -667 1645 391
-6280 192 -15468 -662 1963 402
-6220 748 -15352 -689 2282 402
-6244 432 -15172 -690 2625 423
-6488 -8 -15572 -707 2879 417
-6444 72 -15488 -706 3164 425
-6424 8 -15288 -720 3527 438
-6528 120 -15364 -774 3855 509
-6672 332 -15200 -799 4229 512
-6712 296 -15188 -808 4573 661
-6576 288 -15208 -774 4985 740
-6592 332 -15372 -786 5339 824
-7020 272 -15240 -826 5688 852
-6424 656 -15316 -794 5983 749
-6440 492 -15172 -831 6325 686
-6540 848 -14936 -875 6760 657
-6420 656 -14848 -796 7230 687
-6188 176 -14828 -845 7746 701
-5900 648 -15164 -843 8126 876
-5608 520 -15188 -733 8432 1043
-5292 596 -15572 -623 8626 1329
-5036 320 -15660 -534 8811 1657
-5148 -928 -15688 -734 9039 1947
-4096 1036 -15188 -774 9191 1878
-4844 2272 -15288 -326 9472 2031
-3948 272 -15836 -248 9679 2087
-3344 -2312 -16372 -686 9792 2185
-2448 536 -16036 -874 9821 2060
-3048 1120 -16524 -695 9848 2076
-1732 368 -16536 -680 9709 1897
-1420 640 -16856 -668 9546 1879
-1032 744 -16976 -667 9274 1854
-896 928 -17308 -615 8962 1956
-452 608 -17108 -653 8630 1864
-668 544 -17340 -710 8290 1650
-852 1288 -17192 -740 7967 1406
-672 1604 -17024 -580 7704 1170
-668 772 -17164 -603 7437 955
-976 852 -17096 -535 7136 924
-940 520 -17096 -527 6898 974
-968 4 -16948 -540 6679 1020
-3032 936 -15916 -488 6819 1113
-1696 -1776 -15108 -593 7254 1090
-2784 -188 -15328 -864 7686 1133
-2176 1644 -14532 -690 8150 1189
-3980 108 -14696 -581 8823 1440
-2804 376 -14384 -765 9485 1547
-3796 28 -14324 -841 10167 1675
-3820 1024 -14344 -867 10888 1671
-3308 244 -14712 -874 11875 1717
2748 380 -12404 -812 12642 1142
-6416 328 -16004 -671 13502 1710
3804 932 -12984 -767 14278 1184
-2908 -8404 -17308 -1934 14851 1670
3792 3464 -15340 -2592 15346 529
1188 7032 -32768 -1187 14345 1513
26676 5708 -32768 -56 9456 -405
32767 -3620 -32768 -840 1303 -521
13128 7080 -26640 -1342 -3241 -1128
2916 1776 -13408 -1305 -2485 -2317
-2336 4064 -10816 -1172 -1056 -3459
-2664 1880 -13044 -545 277 -3969
-668 -1148 -12480 -395 1471 -4227
704 240 -16912 -197 1951 -4077
4536 -3120 -19048 -512 1603 -3445
5208 -1732 -20456 -1017 714 -3102
2192 -2220 -17916 -1486 460 -2547
988 -872 -16016 -1824 597 -2845
-1768 544 -16348 -1842 1114 -2727
2712 400 -16148 -1854 1237 -2757
668 1088 -17524 -1610 983 -2647
928 1180 -16668 -1509 995 -2483
560 1344 -16620 -1379 992 -2444
-120 1332 -16720 -1209 1048 -2193
-1064 892 -17048 -1119 1299 -2012
-1864 424 -17200 -1173 1757 -1761
-2596 532 -17376 -1216 2249 -1564
-3056 120 -17452 -1437 2850 -1404
-3812 456 -17240 -1588 3604 -1229
-3484 748 -17280 -1618 4326 -961
-2956 1032 -17180 -1757 4907 -645
-1456 1300 -16708 -1626 5093 -442
-2864 1264 -16120 -1600 5431 91
-3160 1912 -16636 -1580 5871 301
-2120 2168 -17184 -1575 6342 715
-2508 2056 -16648 -1483 6782 919
-2424 2236 -16372 -1373 7220 1199
-2328 2016 -16564 -1245 7721 1288
-1804 2404 -16544 -1046 8117 1439
-1464 1884 -16452 -906 8458 1702
-1076 2068 -16404 -784 8739 1929
-1008 1828 -16480 -665 9040 2311
-844 1800 -16408 -596 9336 2546
-712 1644 -16400 -519 9578 2836
-140 1584 -16512 -508 9724 3002
268 1460 -16420 -511 9923 3129
792 1308 -16276 -462 9994 3227
1184 1248 -16380 -447 10100 3311
1828 1076 -16464 -416 10124 3308
2100 928 -16388 -449 10154 3389
2516 892 -16260 -505 10213 3200
3160 720 -16408 -568 10177 3019
3340 612 -16324 -621 10083 2764
3948 524 -16520 -691 10056 2380
4112 252 -16532 -760 10014 2225
4628 412 -16308 -773 9966 2036
4568 280 -16224 -757 9934 1925
4164 524 -16152 -700 9943 1867
3840 468 -16128 -655 9980 1786
4328 352 -16228 -643 9943 1657
5128 0 -16148 -651 9687 1463
5668 184 -16456 -808 9338 1256
5256 424 -16596 -877 9117 1120
5300 328 -16296 -935 8952 928
5912 280 -16272 -989 8709 828
6340 292 -16216 -968 8306 720
6944 376 -16208 -978 7908 686
6864 516 -16128 -958 7528 529
6784 428 -16136 -950 7227 570
7012 420 -16292 -950 6918 421
7304 532 -16252 -964 6560 286
7424 696 -16200 -1019 6174 151
7444 500 -16164 -1037 5747 90
7568 684 -16264 -1034 5311 -62
7552 740 -16268 -1033 4921 -116
7748 968 -16272 -1054 4475 -181
8000 956 -16296 -1030 4060 -264
8096 1080 -16324 -1054 3600 -370
7848 1336 -16240 -1006 3219 -454
7720 1256 -16152 -973 2821 -514
7480 1048 -16344 -910 2498 -538
7608 944 -16440 -892 2092 -551
7604 920 -16352 -946 1705 -493
7796 1100 -16440 -1049 1240 -471
7556 1448 -16244 -1022 917 -440
6940 1724 -15956 -986 687 -419
6484 1812 -15972 -894 557 -359
6308 2036 -16204 -699 384 -426
6116 1944 -16176 -593 238 -454
5792 1736 -16128 -540 105 -495
5448 1572 -16288 -470 -5 -464
5308 1424 -16276 -454 -31 -302
5164 1252 -16364 -456 -100 -245
5108 1136 -16180 -459 -97 -34
5220 1216 -16328 -457 -202 42
5144 1328 -16308 -471 -260 176
5160 1384 -16152 -387 -309 210
5392 1520 -16268 -370 -335 241
5648 1480 -16296 -303 -470 217
6028 1388 -16312 -310 -607 254
6256 1280 -16208 -284 -781 180
6372 1232 -16288 -264 -1022 225
6512 1112 -16236 -205 -1251 167
6692 1040 -16220 -189 -1508 117
6952 928 -16280 -185 -1788 56
7112 832 -16316 -220 -2101 26
7240 848 -16304 -222 -2416 -53
7260 732 -16160 -255 -2739 -161
7280 700 -16228 -248 -3081 -212
7380 648 -16312 -275 -3428 -353
7440 672 -16332 -365 -3791 -475
7268 636 -16304 -318 -4146 -499
7104 692 -16272 -326 -4509 -534
6780 616 -16104 -317 -4771 -477
6616 496 -16248 -308 -5036 -395
6668 336 -16412 -322 -5359 -292
6476 396 -16380 -315 -5734 -225
6300 580 -16372 -425 -5987 -246
6296 740 -16388 -425 -6251 -298
6180 876 -16420 -444 -6532 -367
5960 1184 -16204 -415 -6846 -462
5796 1216 -16296 -365 -7103 -633
5524 1140 -16120 -319 -7279 -750
5348 1064 -16264 -294 -7479 -847
4816 1172 -16284 -309 -7644 -859
4324 1156 -16272 -212 -7730 -891
3880 1088 -16320 -164 -7733 -924
3704 952 -16256 -208 -7805 -880
3412 884 -16356 -240 -7794 -816
3264 860 -16364 -242 -7767 -727
3132 912 -16520 -281 -7761 -667
3092 908 -16488 -252 -7785 -627
3184 960 -16364 -253 -7827 -528
3348 1048 -16548 -271 -7938 -547
3516 1232 -16528 -218 -8050 -583
3480 1360 -16536 -189 -8147 -706
3268 1444 -16488 -49 -8197 -808
2600 1404 -16148 -31 -8133 -946
2308 1144 -16192 36 -8044 -859
2472 1084 -16532 95 -8011 -903
2252 932 -16516 95 -7998 -883
1844 800 -16500 168 -7992 -875
1580 808 -16592 105 -7977 -818
1592 700 -16580 83 -7899 -765
1776 620 -16632 43 -7962 -778
1680 820 -16560 -25 -7972 -768
1844 776 -16720 16 -7971 -777
1840 696 -16452 35 -8027 -751
2008 392 -16628 -6 -8089 -768
2220 376 -16784 -72 -8180 -752
2260 260 -16784 -188 -8253 -851
1884 -52 -16776 -357 -8259 -929
1124 -328 -16912 -537 -8127 -1026
244 -624 -17060 -732 -7809 -1030
-588 -912 -17352 -1055 -7385 -1030
-2732 -1532 -17792 -1548 -6603 -982
-3780 -2612 -18092 -2252 -5590 -916
-4264 -2620 -18120 -2970 -4498 -582
-1204 -140 -18696 -3305 -4201 -850
-576 684 -17096 -3281 -4339 -540
-2000 616 -15208 -3174 -4287 -463
-2028 892 -15928 -3018 -4151 -33
-2064 348 -17012 -2940 -3920 214
-4824 2176 -15804 -2581 -2132 68
-5776 5100 -13120 -1954 -685 2374
980 -88 -13136 -1568 -1069 1034
-5564 7996 -15176 -692 -111 1479
2028 2584 -14368 -137 -194 1475
-3956 1776 -18292 124 -192 2247
600 20 -17792 0 -487 1897
-916 -404 -18108 -380 -637 1917
1532 1380 -17176 -827 -882 1684
-500 1836 -17388 -748 -854 1832
1096 1400 -16100 -510 -805 1659
468 2432 -16528 -319 -671 1466
1744 1020 -16956 -227 -638 1287
2016 568 -17464 -365 -798 1058
2352 612 -18108 -532 -1052 1109
3196 680 -18100 -536 -1463 1069
3100 956 -17912 -505 -1870 1155
3016 988 -17816 -419 -2226 1256
3012 496 -17536 -362 -2445 1296
2756 484 -17476 -360 -2673 1332
2488 568 -17660 -422 -2880 1306
2908 1056 -17916 -415 -3178 1153
3632 1896 -18412 -318 -3744 870
3800 2144 -18892 -319 -4501 569
3572 2252 -18604 -288 -5147 202
3108 2008 -17816 -284 -5619 -159
2264 1652 -17272 -233 -5873 -342
1932 1072 -16996 -150 -5979 -490
1448 696 -17444 -135 -6108 -488
1788 896 -17468 -175 -6396 -638
1416 1324 -17584 -203 -6688 -703
1340 1652 -17356 -239 -6911 -768
1040 2004 -17196 -177 -7178 -865
1380 1912 -17164 -8 -7397 -1136
1444 2172 -17180 48 -7618 -1500
1644 2096 -17092 130 -7847 -1855
1080 2104 -16840 189 -8044 -2251
400 1768 -16464 217 -8022 -2533
-300 824 -15980 185 -7935 -2663
-1248 452 -16240 170 -7768 -2655
-1720 268 -15948 45 -7573 -2597
-2612 500 -15700 -100 -7253 -2362
-3592 744 -15204 -218 -6796 -2118
-3800 1176 -14832 -178 -6199 -1824
-3224 2356 -15264 -56 -5807 -1751
-2200 2604 -16376 262 -5845 -1663
-1636 2560 -17248 552 -6171 -1488
-1512 2412 -17156 875 -6584 -1253
-1764 2168 -16632 1237 -6869 -1043
-2108 1852 -15936 1565 -6951 -840
-2512 2004 -15752 1935 -6902 -660
-2572 1560 -15116 2190 -6760 -572
-3352 1988 -15332 2396 -6476 -436
-3388 1660 -14700 2640 -6144 -347
-4092 2412 -14576 2869 -5582 -276
-4268 1864 -14636 2996 -4736 -271
-2140 -21240 -20532 -1102 -4164 -483
152 4940 -18096 -2512 -5102 -385
-7020 1304 -14332 -637 -4287 -219
2832 12044 -14576 342 -4479 -1192
-4400 -9952 -18692 -111 -4595 -3
2524 -172 -17452 -1189 -5327 -1304
-2272 808 -16772 -301 -5620 -489
-1636 1972 -17044 -153 -5881 -1252
-1340 -2416 -17136 -349 -5880 -998
-732 -1084 -16496 -425 -6115 -1123
-2820 -420 -16868 -322 -6174 -710
-2584 -1300 -15948 -291 -6152 -825
-4016 -164 -15524 -290 -5845 -642
-4008 -892 -15828 -297 -5653 -562
-4688 -536 -15828 -371 -5432 -511
-5384 844 -14808 -365 -5031 -502
-5864 252 -15792 -305 -4686 -294
-6240 -384 -15836 -401 -4454 -260
-6004 1064 -15140 -382 -4146 -243
-6560 816 -15184 -378 -3755 -266
-6736 1168 -15152 -448 -3297 -491
-6704 840 -15008 -467 -2768 -645
-7088 540 -15244 -482 -2303 -661
-7176 -196 -15360 -524 -1865 -592
-7444 -748 -15072 -622 -1346 -327
-7868 -308 -14916 -713 -743 -15
-7816 260 -14476 -708 -96 252
-7976 304 -14784 -706 537 526
-7248 312 -15060 -697 1064 727
-7304 52 -15268 -616 1481 955
-6968 520 -15432 -659 1842 1159
-6908 572 -15360 -649 2183 1403
-6764 780 -15276 -656 2571 1633
-6560 852 -15272 -617 2993 1770
-6056 1224 -14996 -511 3377 1695
-5612 1548 -15304 -415 3759 1638
-5472 1164 -15784 -396 4072 1532
-4376 -1128 -16224 -731 4325 1294
-4124 1344 -15828 -905 4507 909
-4356 2216 -16096 -719 4715 692
-3716 880 -15816 -690 4851 367
-3648 28 -15892 -786 5054 216
-4040 200 -16080 -835 5207 118
-3860 696 -16056 -789 5341 26
-3596 108 -16256 -714 5412 43
-3480 -528 -16412 -820 5453 45
-3888 44 -16204 -808 5509 130
-4276 488 -15804 -784 5714 264
-4576 -132 -15812 -758 5975 398
-4708 -88 -15680 -815 6289 500
-4812 472 -15912 -779 6515 657
-4956 764 -15540 -781 6824 723
-4776 564 -15384 -791 7154 865
-5332 452 -15248 -801 7533 932
-5296 404 -15320 -783 7972 1105
-5676 108 -14784 -854 8529 1172
-5572 868 -14616 -777 9113 1196
-6248 636 -14668 -700 9684 1334
-5620 476 -14912 -692 10172 1356
-6364 -20 -15236 -823 10662 1604
-5424 88 -14680 -1014 11286 1582
-6932 -108 -13640 -980 12129 1987
-4952 1272 -13760 -944 12931 1924
-5552 -136 -14384 -952 13550 2153
-3948 1120 -15164 -1035 13957 2099
-3512 1392 -15124 -919 14246 2045
-2924 1356 -15204 -905 14490 2034
-3052 524 -15096 -915 14842 2150
-2572 604 -14308 -937 15326 2189
-3104 60 -13748 -893 16024 2559
-3096 -80 -13908 -884 16749 2781
-3132 -908 -13160 -871 17635 3337
-2784 -1188 -13156 -995 18433 4007
3872 -2516 -23136 -638 17373 5186
27772 6780 -32768 138 11815 3232
32767 13016 -32768 1043 2125 1875
25516 664 -24680 815 -4191 1012
2672 -3752 -12156 -1707 -3779 -1063
-2652 4492 -9584 -2405 -778 -2473
-3768 3060 -13948 -1729 1283 -3145
3036 -620 -12372 -1276 2196 -3857
1308 -2044 -16312 -600 3025 -3289
10928 680 -17944 -130 2295 -3090
10192 -2288 -20940 9 848 -2626
7224 -72 -19716 -399 43 -2717
4036 -1072 -16808 -886 -104 -3000
2696 160 -15636 -1324 71 -3647
-964 1124 -17516 -1421 472 -3886
1532 -524 -16684 -1490 459 -4008
-332 224 -16600 -1463 367 -3695
-2064 -1240 -16816 -1373 613 -2795
-8 -1120 -16344 -1500 624 -2116
-2208 -680 -17168 -1458 816 -1248
468 -932 -17068 -1698 741 -660
-540 500 -17476 -1889 686 -321
-88 328 -17196 -1980 739 -19
568 860 -17076 -2135 631 -130
268 1680 -16960 -2066 653 -215
44 1852 -16756 -1903 786 -330
100 2788 -16808 -1549 980 -362
-796 2372 -16336 -1250 1226 -246
-360 2804 -16836 -1085 1508 -259
-92 2440 -16940 -945 1706 -127
-300 2220 -16776 -823 1831 -162
-708 1832 -16728 -770 1996 -77
-392 1796 -16968 -761 2117 24
-88 1576 -16912 -729 2137 160
144 1464 -16940 -741 2172 328
288 1492 -16868 -772 2203 432
24 1464 -16856 -707 2347 594
-248 1728 -16700 -575 2589 781
-268 1780 -16748 -435 2839 944
160 1928 -16736 -306 2976 1058
692 1936 -16780 -157 2976 1128
1048 1708 -16844 -130 2846 1087
1164 1528 -16868 -162 2719 1033
1420 1448 -16836 -113 2607 968
1640 1380 -16944 -163 2432 933
1760 1144 -17044 -151 2331 904
2264 1168 -17020 -167 2171 916
2624 1004 -17056 -185 1980 869
2956 976 -16908 -207 1689 810
3076 1064 -16880 -164 1430 697
3528 936 -16804 -102 1152 655
4096 1044 -16844 -90 877 566
4544 1252 -16920 -43 477 484
4728 1004 -16744 3 135 427
5124 1072 -16772 121 -280 318
5608 992 -16880 142 -797 143
5916 1000 -17024 146 -1427 -56
6000 808 -16768 192 -2076 -212
6096 672 -16820 224 -2720 -414
6340 360 -16824 171 -3426 -633
6400 -8 -16816 101 -4217 -773
6540 -232 -16784 48 -5070 -880
6288 -540 -16588 -29 -5918 -824
6508 -496 -16748 -85 -6774 -887
6356 -440 -16724 -182 -7577 -958
5840 -404 -16840 -359 -8310 -1005
-32768 12672 -32768 1690 -2772 -1903
19620 3228 -8660 194 -1411 -1942
-4344 1980 -11180 346 -2119 1884
-8284 -2500 -17480 1394 -1248 1031
-1096 2652 -15748 860 -1033 -202
3216 -14840 -15732 -798 -1190 1245
-5576 7168 -16844 -1818 -1298 1988
-5136 -1528 -15020 -389 -432 3223
-2292 4432 -14052 -537 1 2325
-2692 -264 -17516 -356 283 3472
240 -1260 -17228 -915 74 2774
-1764 3024 -17900 -876 81 2830
832 3016 -16384 -731 -67 2285
-1560 2756 -16904 -595 99 2036
-120 952 -16664 -593 262 1437
244 1056 -17028 -685 293 781
608 1652 -16864 -635 330 330
408 540 -17080 -556 325 88
484 288 -16840 -594 339 -122
576 356 -16796 -529 368 -214
456 56 -17148 -601 284 -231
500 192 -17252 -591 237 -288
156 104 -17072 -539 213 -272
96 -228 -16628 -545 221 -232
-576 -20 -16696 -559 313 -228
-232 184 -16480 -518 448 -186
-400 -88 -16884 -492 577 -185
28 220 -16836 -518 574 -226
-92 180 -16868 -484 635 -304
276 464 -16700 -444 620 -374
-28 780 -16848 -488 686 -600
376 1120 -16828 -483 735 -826
444 1264 -16884 -454 801 -964
752 1316 -17016 -505 761 -1056
880 1772 -17120 -544 744 -775
1396 800 -17368 -543 571 -525
1112 1480 -17420 -656 412 -281
1124 2376 -16684 -631 375 -180
1632 3080 -16728 -521 382 -171
800 2464 -17440 -490 343 -114
2256 -72 -17444 -684 101 -418
1504 360 -17360 -730 -55 -512
676 1276 -17192 -583 -107 -812
-4 -132 -16588 -456 37 -1019
-164 -520 -16344 -593 241 -1236
-460 -84 -16504 -593 397 -1300
-176 688 -16588 -496 466 -1286
96 488 -17020 -435 487 -1030
288 -124 -17156 -595 415 -882
248 696 -16876 -574 360 -600
256 1216 -16804 -575 398 -291
624 648 -16968 -542 378 -53
1008 268 -17192 -657 348 113
1216 592 -17312 -641 220 161
1048 668 -17140 -601 84 175
680 152 -16860 -567 95 112
344 28 -16712 -607 175 -22
236 372 -16588 -580 267 -32
356 496 -16912 -475 326 -57
468 276 -17028 -554 324 -57
532 376 -16996 -603 256 51
404 992 -17044 -591 287 264
364 1044 -16812 -552 303 403
556 836 -16916 -573 315 560
892 904 -17072 -631 240 574
896 1060 -17196 -620 183 577
784 880 -16996 -578 154 548
580 656 -16844 -575 182 383
528 688 -16704 -609 229 251
524 868 -16912 -567 232 105
588 744 -17068 -582 233 -12
524 664 -17052 -605 193 -90
328 912 -16976 -571 243 -136
240 1004 -16808 -592 279 -137
272 868 -16876 -580 287 -104
368 724 -17056 -570 297 -57
544 764 -17028 -615 263 -58
420 668 -16988 -586 210 -7
392 464 -16972 -589 263 -36
352 544 -16892 -608 276 -44
336 584 -17016 -555 305 -90
636 552 -17044 -570 311 -97
608 428 -17048 -579 281 -97
636 512 -16888 -599 290 -90
636 696 -16812 -592 289 -4
592 636 -16988 -545 276 41
640 580 -16980 -582 243 105
684 640 -16936 -589 227 191
696 628 -17024 -591 214 237
532 492 -16860 -572 220 259
456 496 -16784 -579 242 241
468 556 -16904 -592 253 205
484 640 -16876 -541 252 223
588 636 -17028 -554 229 221
460 684 -16920 -593 251 220
376 816 -16972 -564 193 207
468 856 -16916 -582 279 252
452 844 -16996 -564 242 250
568 828 -17012 -586 243 258
460 976 -16932 -594 221 241
444 796 -16904 -594 252 172
400 752 -16904 -616 246 144
436 800 -16944 -583 258 69
440 852 -16892 -576 250 -33
480 816 -16976 -575 261 -42
392 800 -16892 -581 286 -63
452 792 -16892 -577 293 -76
444 880 -16996 -569 291 -91
496 748 -16852 -579 311 -60
628 776 -16892 -588 264 -27
640 732 -16952 -556 266 -20
636 712 -16988 -582 290 -66
544 608 -16872 -557 249 -47
604 616 -16940 -558 235 -68
520 528 -16956 -552 251 -54
508 576 -16944 -601 213 -21
504 528 -16876 -596 250 25
388 556 -16904 -581 229 97
348 644 -16936 -593 224 156
372 636 -16872 -582 243 211
512 556 -17004 -565 264 241
440 672 -16864 -589 221 273
464 680 -16944 -597 277 267
452 648 -17024 -608 268 271
512 752 -16876 -597 235 205
600 796 -17024 -594 284 170
608 820 -16992 -576 270 147
592 796 -17076 -615 259 105
496 816 -16956 -604 238 100
496 836 -16944 -612 256 28
572 808 -16960 -569 248 59
496 784 -16940 -543 267 36
532 808 -16984 -574 213 33
560 736 -16928 -600 271 -24
512 648 -16908 -602 235 3
520 592 -16940 -577 269 -19
564 684 -16912 -548 270 -39
512 648 -16900 -566 279 -25
492 548 -16952 -548 258 28
560 668 -16920 -559 252 46
472 676 -16912 -590 232 79
608 616 -16960 -573 271 77
572 612 -17036 -590 248 96
544 644 -16968 -592 252 76
520 612 -16936 -616 237 97
552 708 -16904 -595 257 122
444 728 -17028 -586 242 123
500 632 -17012 -558 249 134
448 708 -17048 -561 263 132
452 628 -16952 -604 261 123
452 732 -16884 -565 259 96
428 736 -16900 -563 273 134
480 720 -17132 -589 261 105
580 736 -16968 -578 279 91
500 788 -16888 -602 241 76
488 740 -16908 -559 235 78
540 716 -16908 -555 253 38
480 732 -16912 -599 235 44
552 620 -17036 -553 254 56
556 652 -16840 -596 235 1
496 632 -17028 -548 232 47
540 732 -16860 -567 263 43
476 768 -16980 -594 258 70
452 712 -16828 -596 261 132
528 632 -16920 -591 247 122
504 708 -16976 -596 261 108
500 712 -17004 -567 248 139
532 704 -17060 -654 223 149
568 680 -16876 -593 265 101
540 692 -16856 -588 248 81
536 764 -17092 -588 229 87
480 692 -16944 -583 256 91
492 700 -16944 -581 267 70
436 740 -16920 -581 249 53
500 740 -17032 -603 264 72
444 724 -16928 -598 264 44
472 648 -16980 -585 263 27
456 668 -16980 -602 214 44
476 684 -16960 -580 230 78
504 668 -16944 -566 232 72
548 696 -16980 -563 273 65
520 696 -16960 -590 268 42
536 704 -17020 -569 258 117
628 720 -16796 -607 237 98
524 772 -16932 -560 253 91
784 760 -16928 -571 210 139
396 540 -17028 -603 210 67
768 712 -16940 -602 241 57
372 748 -16920 -599 244 44
468 708 -16884 -575 238 72
456 644 -16964 -581 234 64
472 684 -16792 -606 253 41
428 756 -16872 -602 285 74
424 716 -16908 -620 260 89
472 628 -16880 -607 265 148
476 824 -16960 -561 234 117
460 672 -16940 -581 263 77
568 636 -17084 -576 254 86
548 640 -16892 -583 250 84
468 756 -16852 -590 257 72
512 736 -16900 -569 250 106
588 656 -16920 -560 288 64
568 728 -17016 -555 286 81
564 756 -16956 -566 239 89
608 664 -16884 -578 227 96
468 700 -16872 -555 274 73
476 744 -16976 -589 262 100
576 760 -17004 -547 241 108
512 668 -16888 -574 245 105
512 644 -16924 -612 213 75
508 744 -16856 -598 273 91
508 740 -17012 -559 258 81
472 624 -16940 -579 228 87
536 676 -16948 -566 246 89
484 756 -16956 -543 249 93
488 684 -16996 -605 254 93
456 772 -16936 -598 230 104
464 748 -16936 -592 254 87
460 688 -16984 -580 247 76
564 680 -17004 -581 275 62
476 636 -16908 -594 252 69
468 660 -16996 -589 260 50
424 652 -16924 -566 246 16
